6512,New Haven,CT,New Haven,41.3082,-72.9282
55418,Minneapolis,MN,Hennepin,45.0192,-93.2401
52066,North Buena Vista,IA,Clayton,42.6783,-90.9518
45033,Hooven,OH,Hamilton,39.1773,-84.7627
72419,Caraway,AR,Craighead,35.759,-90.3358
65570,Success,MO,Texas,37.4626,-92.0909
68735,Ewing,NE,Holt,42.1851,-98.3981
47854,Hillsdale,IN,Vermillion,39.7712,-87.4041
44444,Newton Falls,OH,Trumbull,41.191,-80.9701
81131,Crestone,CO,Saguache,37.953,-105.688
93670,Yettem,CA,Tulare,36.4718,-119.259
58758,Martin,ND,Sheridan,47.7781,-100.123
97833,Haines,OR,Baker,44.8776,-117.976
33158,Miami,FL,Miami-Dade,25.6364,-80.3187
55101,Saint Paul,MN,Ramsey,44.9512,-93.0902
98195,Seattle,WA,King,47.6564,-122.305
52310,Monticello,IA,Jones,42.2326,-91.1989
31698,Valdosta,GA,Lowndes,30.8485,-83.2878
75439,Ector,TX,Fannin,33.5819,-96.2735
75041,Garland,TX,Dallas,32.8794,-96.6411
66937,Clifton,KS,Washington,39.6201,-97.2611
49088,Scotts,MI,Kalamazoo,42.1819,-85.4685
83116,Diamondville,WY,Lincoln,41.7839,-110.54
27826,Fairfield,NC,Hyde,35.5659,-76.2318
72842,Havana,AR,Yell,35.0832,-93.5955
46350,La Porte,IN,LaPorte,41.5994,-86.7077
37729,Duff,TN,Campbell,36.5086,-84.0454
42444,Poole,KY,Webster,37.641,-87.6439
12405,Acra,NY,Greene,42.3304,-74.0857
11005,Floral Park,NY,Queens,40.7571,-73.7182
29342,Gaffney,SC,Cherokee,34.9963,-81.6524
45854,Lafayette,OH,Allen,40.7582,-83.9499
33913,Fort Myers,FL,Lee,26.5228,-81.7065
30161,Rome,GA,Floyd,34.2507,-85.1465
10960,Nyack,NY,Rockland,41.0914,-73.9252
31058,Mauk,GA,Taylor,32.509,-84.3999
39819,Bainbridge,GA,Decatur,30.9039,-84.569
98614,Chinook,WA,Pacific,46.2729,-123.945
59729,Ennis,MT,Madison,45.3545,-111.687
31033,Haddock,GA,Jones,33.0519,-83.4312
25630,Lorado,WV,Logan,37.7957,-81.7148
42206,Auburn,KY,Logan,36.8818,-86.7198
54701,Eau Claire,WI,Eau Claire,44.784,-91.4877
40729,East Bernstadt,KY,Laurel,37.2488,-84.138
33637,Tampa,FL,Hillsborough,28.0338,-82.3659
78257,San Antonio,TX,Bexar,29.6495,-98.6137
99155,Nespelem,WA,Okanogan,48.1434,-119.009
34264,Oneco,FL,Manatee,27.4475,-82.5462
65261,Keytesville,MO,Chariton,39.4794,-92.9302
38820,Algoma,MS,Pontotoc,34.1715,-89.0328
17748,Mc Elhattan,PA,Clinton,41.1355,-77.37
45327,Germantown,OH,Montgomery,39.6244,-84.3764
61801,Urbana,IL,Champaign,40.1095,-88.2036
59253,Peerless,MT,Daniels,48.7808,-105.801
59732,Glen,MT,Beaverhead,45.4766,-112.691
12770,Pond Eddy,NY,Sullivan,41.4511,-74.841
70166,New Orleans,LA,Orleans,29.9546,-90.0751
62985,Simpson,IL,Johnson,37.4673,-88.7551
32277,Jacksonville,FL,Duval,30.3704,-81.5864
80807,Burlington,CO,Kit Carson,39.3106,-102.258
50478,Thompson,IA,Winnebago,43.3875,-93.7517
74051,Ochelata,OK,Washington,36.5947,-95.9691
85281,Tempe,AZ,Maricopa,33.4227,-111.926
98433,Tacoma,WA,Pierce,47.1125,-122.589
71447,Lena,LA,Rapides,31.4207,-92.8312
26285,Norton,WV,Randolph,38.9318,-79.9656
97308,Salem,OR,Marion,44.9429,-123.035
30081,Smyrna,GA,Cobb,33.8588,-84.7106
63441,Frankford,MO,Pike,39.4892,-91.3031
34101,Naples,FL,Collier,26.1423,-81.796
8650,Trenton,NJ,Mercer,40.2805,-74.712
55318,Chaska,MN,Carver,44.8061,-93.6083
31062,Milledgeville,GA,Baldwin,33.0491,-83.2174
20814,Bethesda,MD,Montgomery,39.0003,-77.1022
12920,Chateaugay,NY,Franklin,44.9088,-74.0741
72469,Strawberry,AR,Lawrence,35.9673,-91.2935
84304,Cache Junction,UT,Cache,41.8169,-111.998
79336,Levelland,TX,Hockley,33.5788,-102.368
27207,Bear Creek,NC,Chatham,35.6129,-79.3726
80402,Golden,CO,Jefferson,39.7555,-105.221
79316,Brownfield,TX,Terry,33.1698,-102.276
59077,Sand Springs,MT,Garfield,47.1008,-107.486
56115,Balaton,MN,Lyon,44.2253,-95.8838
39173,Tinsley,MS,Yazoo,32.7628,-90.3628
64020,Concordia,MO,Lafayette,38.9776,-93.5812
28075,Harrisburg,NC,Cabarrus,35.3247,-80.6594
63010,Arnold,MO,Jefferson,38.4305,-90.387
2718,East Taunton,MA,Bristol,41.8736,-71.0192
19608,Reading,PA,Berks,40.3113,-76.0345
